,P,Exp P,Log P,Log Exp P
279,0.681316182844192,0.677115987460815,0.167,0.169
129,0.683431429416302,0.6802507836990596,0.165,0.167
278,0.688250026503368,0.6833855799373041,0.162,0.165
83,0.694252508310224,0.6865203761755486,0.158,0.163
57,0.695880214586789,0.6896551724137931,0.157,0.161
19,0.696326171050229,0.6927899686520376,0.157,0.159
289,0.697243527549327,0.6959247648902821,0.157,0.157
141,0.699614433471326,0.6990595611285266,0.155,0.155
128,0.710055585380027,0.7021943573667712,0.149,0.154
62,0.712336680713156,0.7053291536050157,0.147,0.152
60,0.715131796688194,0.7084639498432602,0.146,0.15
246,0.718973911042966,0.7115987460815048,0.143,0.148
253,0.720526191475703,0.7147335423197492,0.142,0.146
210,0.727639553852892,0.7178683385579937,0.138,0.144
127,0.72959099134159,0.7210031347962382,0.137,0.142
266,0.730482744452583,0.7241379310344828,0.136,0.14
10,0.731325266780159,0.7272727272727273,0.136,0.138
299,0.741131335878075,0.7304075235109718,0.13,0.136
314,0.746590676222355,0.7335423197492164,0.127,0.135
24,0.749100222350443,0.7366771159874608,0.125,0.133
58,0.749114168051744,0.7398119122257053,0.125,0.131
94,0.750891832260949,0.7429467084639498,0.124,0.129
199,0.75196287420812,0.7460815047021944,0.124,0.127
155,0.753441929578668,0.7492163009404389,0.123,0.125
271,0.75866964106279,0.7523510971786834,0.12,0.124
300,0.760574135401772,0.7554858934169278,0.119,0.122
102,0.766041122543598,0.7586206896551724,0.116,0.12
126,0.767047968315467,0.7617554858934169,0.115,0.118
245,0.771779894445831,0.7648902821316614,0.113,0.116
133,0.772792382246145,0.768025078369906,0.112,0.115
77,0.773019610240101,0.7711598746081505,0.112,0.113
309,0.780668481091531,0.774294670846395,0.108,0.111
93,0.781504719303241,0.7774294670846394,0.107,0.109
142,0.784145644074838,0.780564263322884,0.106,0.108
176,0.792580347810092,0.7836990595611285,0.101,0.106
204,0.793494766435792,0.786833855799373,0.1,0.104
0,0.7938949309973,0.7899686520376176,0.1,0.102
290,0.801565041105179,0.7931034482758621,0.096,0.101
44,0.802543308154984,0.7962382445141066,0.096,0.099
37,0.808091891301494,0.799373040752351,0.093,0.097
112,0.814412967408174,0.8025078369905956,0.089,0.096
301,0.816453714216921,0.8056426332288401,0.088,0.094
177,0.817805705087138,0.8087774294670846,0.087,0.092
280,0.823906837407927,0.8119122257053292,0.084,0.09
145,0.825032388155558,0.8150470219435737,0.084,0.089
65,0.832038910438179,0.8181818181818182,0.08,0.087
203,0.832541923403159,0.8213166144200627,0.08,0.085
76,0.839374794619388,0.8244514106583072,0.076,0.084
316,0.845123733630221,0.8275862068965517,0.073,0.082
36,0.852180553385888,0.8307210031347962,0.069,0.081
297,0.852419606013473,0.8338557993730408,0.069,0.079
123,0.866341758824869,0.8369905956112853,0.062,0.077
67,0.866883998178398,0.8401253918495298,0.062,0.076
173,0.868902126815181,0.8432601880877743,0.061,0.074
50,0.869278804060215,0.8463949843260188,0.061,0.072
31,0.870976056579375,0.8495297805642633,0.06,0.071
69,0.873148484285685,0.8526645768025078,0.059,0.069
144,0.875081485111222,0.8557993730407524,0.058,0.068
212,0.875196009513747,0.8589341692789969,0.058,0.066
109,0.883548511885061,0.8620689655172413,0.054,0.064
132,0.885553570911932,0.8652037617554859,0.053,0.063
121,0.889198648940668,0.8683385579937304,0.051,0.061
120,0.889991050361039,0.8714733542319749,0.051,0.06
55,0.893256942769277,0.8746081504702194,0.049,0.058
9,0.896741552469215,0.877742946708464,0.047,0.057
171,0.897484373647089,0.8808777429467085,0.047,0.055
26,0.898466720562085,0.8840125391849529,0.046,0.054
237,0.898981801332169,0.8871473354231975,0.046,0.052
231,0.903072892820665,0.890282131661442,0.044,0.05
12,0.903403508288889,0.8934169278996865,0.044,0.049
270,0.907036105981973,0.896551724137931,0.042,0.047
260,0.909903778628482,0.8996865203761756,0.041,0.046
46,0.911585767538487,0.9028213166144201,0.04,0.044
49,0.918316690097911,0.9059561128526645,0.037,0.043
90,0.919741492012707,0.9090909090909091,0.036,0.041
38,0.919959996126617,0.9122257053291536,0.036,0.04
51,0.933341462492132,0.9153605015673981,0.03,0.038
167,0.934102134577154,0.9184952978056427,0.03,0.037
264,0.934934675230567,0.9216300940438872,0.029,0.035
190,0.938404260998357,0.9247648902821317,0.028,0.034
